,NOD32,SUPERAntiSpyware,Acronis,TrendMicro-HouseCall,Command,eGambit,Baidu-International,Antiy-AVL,Paloalto,SymantecMobileInsight,Babable,DrWeb,F-Prot,CAT-QuickHeal,Zoner,McAfee,Invincea,SecureWeb-Gateway,TACHYON,FireEye,CrowdStrike,NOD32Beta,AVware,AhnLab-V3,Baidu,AhnLab,K7GW,Authentium,Cynet,NOD32v2,VIRobot,McAfee-GW-Edition,MaxSecure,AVG,Tencent,VirusBuster,VIPRE,TheHacker,AntiVir,TrendMicro,UNA,Norman,Cybereason,eTrust-InoculateIT,McAfee+Artemis,PCTools,Endgame,Elastic,PandaBeta2,CyrenCloud,Avast,Fortinet,Prevx1,AegisLab,McAfeeBeta,eTrust-Vet,Agnitum,Ikarus,ESET-NOD32,VBA32,BitDefenderTheta,Kaspersky,Arcabit,Bkav,ZoneAlarm,a-squared,ahnlab,NANO-Antivirus, CarpeDiem (v),DrWebSE,PandaB3,Comodo,Panda,ViRobot,PandaBeta,eScan,Prevx,Cylance,T3,Gridinsoft,Alibaba,Kaspersky21,Malwarebytes3,Avast-Mobile,Sunbelt,CMC,Jiangmin,MicroWorld-eScan,eSafe,Kingsoft,Emsisoft,Zillya,ByteHero,Avira,Yandex,APEX,F-Prot4,K7AntiVirus,Symantec,ALYac,ClamAV,Trapmine,SophosML,nProtect,Webwasher-Gateway,Antivir7,Microsoft,Cyren,Sangfor,Malwarebytes,TotalDefense,MAX,Sophos,WhiteArmor,Webroot,Trustlook,Avast5,F-Secure,FileAdvisor,SentinelOne,Qihoo-360,BitDefender,Ewido,Commtouch,GData,BitDefenderFalx,SAVMail,Ad-Aware,FortinetBeta,Rising
Cyren,1.391e-05,0.0,0.0,0.0,0.00210963,0.0,0.0,0.0,0.0,0.0,0.0,3.91e-06,0.1216804,1.429e-05,0.0,3.28e-06,0.0,0.0,0.0,1.27e-06,0.0,5.31e-06,0.0,2.43e-06,0.0,5.39e-06,3.36e-06,0.00907958,0.0,0.0,0.0,6.33e-06,0.0,1.489e-05,0.0,0.0,0.0,5.184e-05,0.00028123,0.0,0.0,0.00017178,0.0,0.0,1.435e-05,5.23e-06,0.0,0.0,5.39e-06,8.628e-05,3.81e-06,0.00050907,0.0,0.0,5.38e-06,0.0,4.81e-06,9.56e-06,5.7e-05,7.57e-06,0.0,0.0,3.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39e-06,0.0,0.00035507,0.0,4.295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05e-05,0.0,3.68e-06,5.25e-06,0.0,0.0,0.0,0.0,0.0,0.00029453,1.45e-06,0.0,0.00011315,3.26e-06,9.98e-06,1.93e-06,0.0,0.0,0.0,3.78e-06,0.0,0.0,0.0,1.0,0.0,0.0,1.655e-05,0.0,8.52e-06,0.0,5.12e-06,0.0,0.0,1.89e-05,0.0,0.0,3.31e-06,4.69e-06,0.0,0.05011282,4.81e-06,0.0,0.0,1.44e-06,5.922e-05,0.0
Sangfor,0.0,0.0,0.0,0.0,0.0,0.0,0.00032839,0.00014017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-06,0.0,0.0,0.00042355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.851e-05,0.0,0.00039333,0.0,0.0,0.0,0.0,3.94e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85e-06,0.0,0.0,0.0,0.00045536,0.0,0.00027096,0.0,0.00028344,1.004e-05,0.0,0.00047337,0.0,0.0,0.0,0.0,0.0,0.0,2.176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003639,0.0,0.0,0.00038052,0.0,0.0,0.0007873,0.0,6.33e-06,1.382e-05,7.224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.638e-05,0.0,1.191e-05,0.00023427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.972e-05,0.0,0.0,1.386e-05,0.0,0.0,5.045e-05,1.044e-05,0.0,0.0,1.389e-05,0.0003296,0.0,1.176e-05,0.0,1.203e-05
Malwarebytes,0.0,0.0088026,0.0,0.0,0.0,0.00018371,3.89e-06,2.861e-05,0.0,0.0,0.0,0.00021075,0.0,0.0050737,0.00599605,3.5e-07,0.0,0.00034333,0.0,3.64e-06,0.0,0.0,0.00235356,0.0,0.0,6.185e-05,0.0,0.0,0.0,0.0,0.0,1.281e-05,0.00014936,3.32e-06,0.0,0.00027949,0.00232771,0.0,0.0,0.0,0.00060964,0.0,0.0,0.0,0.0,0.00726045,0.0,0.0,0.0,0.0,0.0,0.0,0.00073332,8.692e-05,0.0,0.0,8.521e-05,0.01127439,0.0,0.00694917,0.0,2.33e-06,0.00014324,0.0,4.86e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00272176,0.0,0.00151336,0.0,9.3e-06,0.00012495,3.651e-05,0.0,0.0,0.0,0.0,0.0,4.215e-05,0.0,0.0,0.0,0.00508387,0.00038934,0.00029995,0.0,0.0,6.11e-05,0.00033898,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00230459,0.0,0.0,0.00010417,0.0,0.0,1.51e-05,0.000133,0.00169205,0.0,0.000127,0.0,0.0,0.00014128,0.0,7.37e-06
TotalDefense,0.00201688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62e-06,2.255e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-07,0.0,0.00057548,0.0,0.00036178,0.0,0.0,0.0,1.447e-05,0.0,0.00038359,0.0,0.0,0.0,0.00029331,0.0,0.0,0.0,0.0,5.66e-06,0.0,0.0,0.0,0.0,0.00014209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181e-05,0.0,0.0,0.0,0.12956737,6.98e-06,0.0,0.00262829,7.42e-06,0.0,0.0,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.359e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839e-05,4.74e-06,0.0,0.0,0.0,0.0,0.0,3.68e-06,0.0,0.0,0.0,0.0,1.407e-05,5.14e-06,0.0,0.0,0.0,5e-06,0.0,0.0,4.232e-05,1.655e-05,0.0,0.0,1.0,0.0,0.0,0.0,1.512e-05,0.0,0.0,3.58e-06,0.0,0.0,0.0,4.14e-06,0.0,0.0,4.28e-06,0.0,0.0,5.32e-06,0.0,0.0
MAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174e-05,0.0,0.0,1.169e-05,0.06774324,0.0,0.0,0.0,0.0,0.0,0.00092912,0.0,1.812e-05,2.033e-05,0.0,0.0,0.0,0.0,0.0,3.093e-05,0.0,5.389e-05,0.0,0.0,0.00109755,1.043e-05,7.664e-05,4.81e-06,0.0,1.331e-05,0.0,0.0,1.375e-05,1.825e-05,0.0,0.0,0.0,0.0,3.168e-05,1.62e-05,0.0,0.0,0.0,0.0,0.0,4.113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.403e-05,1.8e-06,0.0,0.0,0.0,0.00023421,0.0,0.0,0.0,0.00050823,0.0,0.0,0.0,0.0,8.52e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.00101598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WhiteArmor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Webroot,0.0,0.00131406,0.0,5.26e-06,0.0,0.0,1.195e-05,0.00017414,0.0,0.0,0.0,6.558e-05,7.63e-06,0.00084283,0.00054663,7e-07,0.00026704,0.00053386,0.0,0.0,0.0,0.0,0.00071646,2.545e-05,0.0,0.00010069,8.17e-06,4.373e-05,0.0,0.0,0.0,9.67e-06,3.185e-05,6.79e-06,0.0,7.887e-05,0.00069944,0.0,1.534e-05,5.93e-06,0.0,0.0,0.0,0.0,0.0,0.00135283,0.0,0.0,0.0,0.0,2.299e-05,4.81e-06,0.00118495,0.00021141,0.0,0.0,2.914e-05,0.00133797,5.7e-06,0.00058772,0.0,1.416e-05,7.39e-06,0.0,2.505e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.38e-06,0.0,2.07e-06,0.0,8.196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00020058,0.0,0.00040177,0.0,0.0,3.41e-06,0.00014182,0.0,0.0,0.0,0.0,8.88e-06,1.357e-05,0.00010067,0.0,2.282e-05,0.0017772,3.205e-05,0.00018538,0.0,0.0,5.65e-06,0.00061071,0.0,0.02083333,5.12e-06,7.972e-05,0.00230459,1.512e-05,0.0,0.00101598,0.0,1.0,0.0,5.213e-05,5.86e-06,0.0,0.0,0.0,5.9e-06,0.00027452,2.376e-05,6.1e-06,0.0,0.0,3.86e-06,0.0,0.0
Trustlook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avast5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021342,0.0,0.0,0.0,0.0,0.0,0.0,0.11477273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025824,0.0,0.0,0.0,0.0,0.0
F-Secure,0.0,0.0,0.0,0.0,1.99e-06,0.0,0.00042797,2.879e-05,0.0,0.0,0.0,0.00017519,4.01e-05,7.037e-05,5.037e-05,5.9e-07,0.0,3.376e-05,0.0,0.00137394,0.0,0.0,0.00011197,1.37e-06,1.771e-05,0.0,1.63e-06,2.329e-05,0.0,0.0,0.0,3.795e-05,1.534e-05,2.54e-06,4.007e-05,0.00014603,0.00029478,1.241e-05,4.015e-05,0.0,5.97e-06,0.00071314,0.0,0.0,7.61e-06,5.71e-05,0.0,0.0,1.99e-06,0.0,0.0,3.571e-05,0.0,9.98e-06,1.99e-06,0.0,0.00017475,0.00155552,1.5e-06,0.00828298,0.00010711,0.011867,0.03100325,0.0,0.0017574,0.0,0.0,0.0,0.0,0.0,0.0,0.0004886,7.7e-06,6.254e-05,1.99e-06,0.00423135,0.0,0.0,5.573e-05,0.0,0.0,0.0,0.0,0.0,0.00464394,0.0,5.3e-06,0.37771228,0.00017724,2.066e-05,0.0,0.0,1.99e-06,2.787e-05,0.00011409,0.0,0.0,0.00616267,3.094e-05,0.17447779,1.294e-05,0.0,0.0,0.10286577,4.367e-05,1.99e-06,5.55e-06,1.89e-05,1.386e-05,0.00010417,3.58e-06,0.0,0.0,0.0,5.86e-06,0.0,0.0,1.0,0.0,0.0,3.23e-06,0.44802425,7.95e-06,3.122e-05,0.42786137,1.99e-06,0.0,0.31256262,1.393e-05,9.101e-05
FileAdvisor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SentinelOne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qihoo-360,0.0,0.0,0.0,0.0,0.0,8.58e-06,0.00033588,7.4e-06,0.0,0.0,0.0,0.0,4.21e-06,4.74e-06,7.68e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86e-06,5.069e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011424,0.0,3.591e-05,0.0,1.89e-06,1.95e-06,0.0,3.27e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00010811,0.0,0.0,0.0,0.0,0.0,0.0,8.59e-06,0.0,0.0,0.0,0.0,0.0,1.648e-05,0.0,1.34e-06,1.44e-06,0.0,0.0,0.0,0.0,0.0,6.634e-05,0.0,0.0,0.0,1.682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31e-06,5.045e-05,1.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23e-06,0.0,0.0,1.0,2.55e-06,0.0,5.25e-06,2.63e-06,0.0,0.0,1.6e-06,0.0,0.0
BitDefender,0.0,1.48e-06,0.0,0.0,0.0,0.0,9.9e-06,0.0,0.0,0.0,0.0,0.00019124,7.6e-06,7.867e-05,4.692e-05,0.0,0.0,4.033e-05,0.0,0.01261826,0.0,0.0,2.519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.665e-05,1.329e-05,1.05e-06,7.6e-07,0.00014983,9.142e-05,0.0,0.0,0.0,1.5e-06,1.09e-06,0.0,0.0,1.45e-06,5.64e-05,0.0,0.0,1.5e-06,0.0,0.0,2.31e-06,2.99e-06,2.61e-06,0.0,0.0,0.00016142,0.00052492,1.2e-06,7.634e-05,0.00041899,2.77e-06,0.08046451,0.0,1.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.502e-05,0.0,5.871e-05,0.0,0.00330435,0.0,0.0,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.00039234,0.0,1.54e-06,0.8535745,9.716e-05,1.719e-05,0.0,0.0,0.0,1.13e-06,0.00012779,0.0,0.0,0.0,3.075e-05,0.48937063,1.385e-05,0.0,0.0,0.0931378,6.123e-05,0.0,0.0,4.69e-06,1.044e-05,0.000133,4.14e-06,0.0,0.0,0.0,5.9e-06,0.0,0.0,0.44802425,0.0,0.0,2.55e-06,1.0,1.046e-05,4.04e-06,0.8463966,1.645e-05,0.0,0.75315416,0.0,3.76e-06
Ewido,0.0,0.00149781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369e-05,0.0,0.00193949,0.00121212,0.0,0.0,0.0034632,0.0,4.6e-07,0.0,0.0,0.00115016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42e-06,5.863e-05,7e-06,0.0,0.0,0.00090147,0.0,0.0,0.0,0.00644641,0.0,0.0,0.0,0.0,0.00455443,0.0,0.0,0.0,0.0,0.0,0.0,0.00165289,2.002e-05,0.0,0.0,0.0,0.00088964,0.0,0.00125783,0.0,0.0,1.008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191571,0.0,0.00199967,0.0,1.905e-05,8.66e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050419,4.188e-05,1.104e-05,0.0,0.0,8.7e-06,0.00394945,0.0,0.0,0.0,0.0,0.00169205,0.0,0.0,0.0,0.0,0.00027452,0.0,0.0,7.95e-06,0.0,0.0,0.0,1.046e-05,1.0,0.0,7.74e-06,0.0,0.0,9.83e-06,0.0,1.808e-05
Commtouch,0.0,0.0,0.0,0.0,0.00837452,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-06,0.13538858,5.92e-06,0.0,3.41e-06,0.0,0.0,0.0,4.4e-07,0.0,0.0,0.0,6.66e-06,0.0,0.0,5.35e-06,0.04225436,0.0,0.0,0.0,5.03e-06,0.0,8.35e-06,0.0,0.0,0.0,0.00010611,0.000555,0.0,0.0,0.00042414,0.0,0.0,3.067e-05,2.504e-05,0.0,0.0,1.346e-05,9.424e-05,6.61e-06,0.00099342,0.0,0.0,1.341e-05,0.0,0.0,3.061e-05,2.92e-05,1.963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346e-05,0.0,0.00103747,0.0,0.00011987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262e-05,0.0,1.42e-06,3.07e-06,0.0,0.0,0.0,0.0,0.0,0.00035583,0.0,0.0,0.00102212,5.11e-06,1.122e-05,0.0,0.0,0.0,0.0,7.17e-06,0.0,0.0,0.0,0.05011282,0.0,0.0,0.0,0.0,0.0,0.0,2.376e-05,0.0,0.0,3.122e-05,0.0,0.0,5.25e-06,4.04e-06,0.0,1.0,4.17e-06,0.0,0.0,1.72e-06,0.00016093,0.0
GData,0.0,0.0,0.0,0.0,0.0,0.0,8.123e-05,6.02e-06,0.0,0.0,0.0,0.00019677,7.83e-06,7.704e-05,4.703e-05,0.0,0.0,3.402e-05,0.0,0.00990834,0.0,0.0,4.293e-05,0.0,6.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.428e-05,1.508e-05,0.00012902,2.014e-05,0.00014057,0.0001297,0.0,0.0,0.0,1.55e-06,1.12e-06,0.0,1.55e-06,1.49e-06,5.377e-05,0.0,0.0,1.55e-06,0.0,0.00057756,3.56e-06,1.55e-06,1.34e-06,0.0,0.0,0.00016105,0.00077926,1.23e-06,0.00053623,0.00040323,0.00065755,0.06633025,0.0,0.00020122,0.0,0.0,0.0,0.0,0.0,0.0,7.195e-05,0.0,5.811e-05,0.0,0.00347546,0.0,0.0,2.014e-05,0.0,0.0,0.0,0.0,0.0,0.00068162,0.0,3.14e-06,0.72084059,0.00011729,1.777e-05,0.0,0.0,1.55e-06,1.16e-06,0.00012684,0.0,0.0,0.00036263,3.181e-05,0.4168036,1.201e-05,0.0,0.0,0.09512001,4.174e-05,0.0,0.0,4.81e-06,1.389e-05,0.000127,4.28e-06,0.0,0.0,0.0,6.1e-06,0.0,0.00025824,0.42786137,0.0,0.0,2.63e-06,0.8463966,7.74e-06,4.17e-06,1.0,1.858e-05,0.0,0.63244674,0.0,1.759e-05
BitDefenderFalx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.138e-05,0.0,1.266e-05,0.0,2.41e-06,2.019e-05,0.0,5.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-06,1.908e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-06,0.0,0.0,0.0,1.645e-05,0.0,0.0,1.858e-05,1.0,0.0,7.87e-06,0.0,1.51e-06
SAVMail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ad-Aware,0.0,0.0,0.0,0.0,0.0,0.0,1.202e-05,0.0,0.0,0.0,0.0,0.00012483,3.18e-06,6.974e-05,4.985e-05,0.0,0.0,3.34e-05,0.0,0.01261381,0.0,0.0,2.527e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94e-05,1.52e-05,0.0,8.7e-07,0.00011503,9.657e-05,0.0,0.0,0.0,1.97e-06,0.0,0.0,0.0,1.88e-06,4.481e-05,0.0,0.0,1.97e-06,0.0,0.0,2.83e-06,1.97e-06,0.0,0.0,0.0,0.00014907,0.00043297,0.0,7.335e-05,0.00042556,0.0,0.09416683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.068e-05,0.0,5.505e-05,0.0,0.00240394,0.0,0.0,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.00032583,0.0,8.8e-07,0.87463008,9.251e-05,1.674e-05,0.0,0.0,0.0,0.0,0.00012631,0.0,0.0,0.0,3.445e-05,0.63970161,5.14e-06,0.0,0.0,0.06804919,4.32e-05,0.0,0.0,1.44e-06,1.176e-05,0.00014128,5.32e-06,0.0,0.0,0.0,3.86e-06,0.0,0.0,0.31256262,0.0,0.0,1.6e-06,0.75315416,9.83e-06,1.72e-06,0.63244674,7.87e-06,0.0,1.0,0.0,2.56e-06
FortinetBeta,0.0,0.0,0.0,5.53e-06,0.00192184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011526,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083013,0.0,0.0,0.0,1.09e-06,0.0,0.0,0.0,0.0,0.0,5.6e-05,0.00015735,6.28e-06,0.0,4.77e-05,0.0,0.0,4.189e-05,0.0,0.0,0.0,0.00289855,0.0,0.0,0.00154686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273973,0.0,0.0005643,0.0,0.00433651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42e-05,0.0,0.0,0.00606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00452489,0.0,5.922e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393e-05,0.0,0.0,0.0,0.0,0.0,0.00016093,0.0,0.0,0.0,0.0,1.0,0.0
Rising,0.0,4.47e-06,0.0,1.19e-06,0.0,0.0,0.00024463,0.0,0.0,0.0,0.0,5.06e-06,0.0,4.227e-05,5.91e-06,0.0,0.0,9.04e-06,0.0,0.0,0.0,0.0,8.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53e-06,0.0,0.0,5.657e-05,8.23e-06,3.122e-05,0.0,0.0,1.22e-06,1.056e-05,0.0,0.0,0.0,0.0,8.98e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-06,0.0,0.0,0.0,8.96e-06,0.00013407,0.0,0.00023347,0.0,0.00031597,1.89e-06,0.0,0.00019833,0.0,0.0,0.0,0.0,0.0,0.0,3.167e-05,0.0,2.64e-06,0.0,0.0,0.0,0.0,1.056e-05,0.0,0.0,0.0,0.0,0.0,8.389e-05,0.0,2.633e-05,4.04e-06,4.453e-05,0.0,0.0,0.0,0.0,0.0,5.14e-06,0.0,0.0,7.397e-05,4.43e-06,4.02e-06,6.43e-06,0.0,0.0,4.97e-06,4.52e-06,0.0,0.0,0.0,1.203e-05,7.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.101e-05,0.0,0.0,0.0,3.76e-06,1.808e-05,0.0,1.759e-05,1.51e-06,0.0,2.56e-06,0.0,1.0
